"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalNieuwvormingen_8";"TotaalEndocrieneVoedingsStofwZ_32";"TotaalPsychischeStoornissen_35";"TotaalZiektenVanHartEnVaatstelsel_43";"TotaalZiektenVanDeKransvaten_44";"k_711AcuutHartinfarct_45";"k_712OverigeZiektenVanDeKransvaten_46";"k_72OverigeHartziekten_47";"TotaalZiektenVanDeAdemhalingsorganen_50";"k_81Griep_51";"k_82Longontsteking_52";"TotaalChronischeAandOndersteLucht_53";"k_831Astma_54";"k_832OvChronAandOndersteLuchtw_55";"k_84OverigeZiektenAdemhalingsorganen_56";"TotaalZiektenSpierenBeendBindwfsl_64";"k_111ReumatoideArtritisEnArtrose_65";"k_112OvZktnSpierenBeendBindwfsl_66"
"38540";"3000   ";"71600";"PV31  ";"2024JJ00";"     405";"      25";"      61";"     276";"      63";"      31";"      32";"      73";"     107";"       5";"      26";"      59";"       0";"      59";"      17";"      10";"       2";"       8"
"38567";"3000   ";"71600";"CR01  ";"2022JJ00";"      67";"       4";"       4";"      42";"      13";"       8";"       5";"      13";"      10";"       0";"       2";"       5";"       0";"       5";"       3";"       1";"       1";"       0"
"38568";"3000   ";"71600";"CR01  ";"2023JJ00";"      46";"       4";"       5";"      40";"       7";"       5";"       2";"      12";"      21";"       2";"       7";"       8";"       1";"       7";"       4";"       3";"       1";"       2"
"38569";"3000   ";"71600";"CR01  ";"2024JJ00";"      58";"       3";"       6";"      41";"      11";"       8";"       3";"       7";"      13";"       0";"       2";"       6";"       0";"       6";"       5";"       0";"       0";"       0"
"38596";"3000   ";"71600";"CR02  ";"2022JJ00";"      18";"       1";"       4";"      10";"       1";"       1";"       0";"       6";"       2";"       0";"       0";"       1";"       0";"       1";"       1";"       0";"       0";"       0"
"38597";"3000   ";"71600";"CR02  ";"2023JJ00";"      15";"       0";"       3";"      15";"       5";"       5";"       0";"       4";"       7";"       0";"       1";"       6";"       0";"       6";"       0";"       1";"       0";"       1"
"38598";"3000   ";"71600";"CR02  ";"2024JJ00";"      22";"       0";"       2";"       9";"       4";"       4";"       0";"       0";"       6";"       0";"       2";"       3";"       0";"       3";"       1";"       1";"       0";"       1"
"38625";"3000   ";"71600";"CR03  ";"2022JJ00";"     125";"      10";"       7";"      59";"      26";"      13";"      13";"      14";"      36";"       2";"       6";"      15";"       0";"      15";"      13";"       1";"       0";"       1"
"38626";"3000   ";"71600";"CR03  ";"2023JJ00";"     111";"       9";"      14";"      57";"      11";"       9";"       2";"      15";"      30";"       0";"       5";"      18";"       0";"      18";"       7";"       1";"       0";"       1"
"38627";"3000   ";"71600";"CR03  ";"2024JJ00";"     126";"      11";"      21";"      75";"      20";"      11";"       9";"      26";"      39";"       2";"      13";"      20";"       2";"      18";"       4";"       3";"       1";"       2"
"38654";"3000   ";"71600";"CR04  ";"2022JJ00";"      87";"       4";"      10";"      78";"      15";"       9";"       6";"      25";"      19";"       1";"       4";"       9";"       0";"       9";"       5";"       1";"       0";"       1"
"38655";"3000   ";"71600";"CR04  ";"2023JJ00";"     119";"       9";"      13";"      75";"      18";"       9";"       9";"      31";"      29";"       4";"       8";"      12";"       0";"      12";"       5";"       0";"       0";"       0"
"38656";"3000   ";"71600";"CR04  ";"2024JJ00";"     118";"       9";"      13";"      79";"      17";"      10";"       7";"      21";"      25";"       1";"       3";"      15";"       0";"      15";"       6";"       2";"       2";"       0"
"38683";"3000   ";"71600";"CR05  ";"2022JJ00";"      55";"       2";"       8";"      27";"       7";"       1";"       6";"       7";"       9";"       0";"       2";"       5";"       0";"       5";"       2";"       0";"       0";"       0"
"38684";"3000   ";"71600";"CR05  ";"2023JJ00";"      50";"       5";"       5";"      36";"      12";"       7";"       5";"       9";"       6";"       0";"       1";"       3";"       0";"       3";"       2";"       0";"       0";"       0"
"38685";"3000   ";"71600";"CR05  ";"2024JJ00";"      56";"       4";"       5";"      38";"      10";"       7";"       3";"      10";"       7";"       2";"       1";"       2";"       0";"       2";"       2";"       1";"       0";"       1"
"38712";"3000   ";"71600";"CR06  ";"2022JJ00";"      57";"       4";"      10";"      36";"       6";"       5";"       1";"      13";"      11";"       1";"       3";"       6";"       0";"       6";"       1";"       1";"       0";"       1"
"38713";"3000   ";"71600";"CR06  ";"2023JJ00";"      67";"       5";"       9";"      43";"      14";"       5";"       9";"       7";"      20";"       0";"       7";"      13";"       0";"      13";"       0";"       1";"       1";"       0"
"38714";"3000   ";"71600";"CR06  ";"2024JJ00";"      64";"       5";"      11";"      45";"      13";"       8";"       5";"      16";"      18";"       3";"      11";"       3";"       0";"       3";"       1";"       0";"       0";"       0"
"38741";"3000   ";"71600";"CR07  ";"2022JJ00";"      61";"       6";"      11";"      32";"       6";"       4";"       2";"      12";"      14";"       0";"       2";"       8";"       0";"       8";"       4";"       0";"       0";"       0"
"38742";"3000   ";"71600";"CR07  ";"2023JJ00";"      62";"       4";"      12";"      48";"      19";"      12";"       7";"      12";"      12";"       1";"       2";"       6";"       0";"       6";"       3";"       2";"       0";"       2"
"38743";"3000   ";"71600";"CR07  ";"2024JJ00";"      68";"       6";"      11";"      33";"      10";"       7";"       3";"      11";"      11";"       0";"       2";"       8";"       0";"       8";"       1";"       1";"       0";"       1"
"38770";"3000   ";"71600";"CR08  ";"2022JJ00";"      58";"       4";"       5";"      53";"       9";"       3";"       6";"      19";"      14";"       2";"       1";"       7";"       0";"       7";"       4";"       2";"       0";"       2"
"38771";"3000   ";"71600";"CR08  ";"2023JJ00";"      61";"       2";"      10";"      39";"      14";"       5";"       9";"       8";"      13";"       2";"       0";"       8";"       0";"       8";"       3";"       1";"       0";"       1"
"38772";"3000   ";"71600";"CR08  ";"2024JJ00";"      76";"       4";"       8";"      45";"      10";"       4";"       6";"      15";"      11";"       1";"       1";"       3";"       0";"       3";"       6";"       0";"       0";"       0"
"38799";"3000   ";"71600";"CR09  ";"2022JJ00";"      63";"       0";"       4";"      32";"      10";"       6";"       4";"      12";"      10";"       0";"       2";"       6";"       1";"       5";"       2";"       0";"       0";"       0"
"38800";"3000   ";"71600";"CR09  ";"2023JJ00";"      54";"       0";"       9";"      30";"       5";"       3";"       2";"       9";"      11";"       0";"       2";"       8";"       1";"       7";"       1";"       0";"       0";"       0"
"38801";"3000   ";"71600";"CR09  ";"2024JJ00";"      41";"       1";"      10";"      25";"       4";"       4";"       0";"      11";"      11";"       0";"       2";"       5";"       0";"       5";"       4";"       2";"       0";"       2"
"38828";"3000   ";"71600";"CR10  ";"2022JJ00";"      99";"      10";"      17";"      57";"      19";"       7";"      12";"      19";"      19";"       0";"       3";"      11";"       0";"      11";"       5";"       2";"       2";"       0"
"38829";"3000   ";"71600";"CR10  ";"2023JJ00";"      79";"       5";"      13";"      60";"      12";"       7";"       5";"      21";"      25";"       1";"       5";"      10";"       0";"      10";"       9";"       1";"       0";"       1"
"38830";"3000   ";"71600";"CR10  ";"2024JJ00";"     110";"       9";"      12";"      66";"      18";"       7";"      11";"      22";"      16";"       0";"       4";"      10";"       1";"       9";"       2";"       2";"       0";"       2"
"38857";"3000   ";"71600";"CR11  ";"2022JJ00";"      40";"       5";"       6";"      18";"       5";"       1";"       4";"       7";"       8";"       0";"       1";"       3";"       0";"       3";"       4";"       1";"       0";"       1"
"38858";"3000   ";"71600";"CR11  ";"2023JJ00";"      50";"       2";"       9";"      30";"       9";"       6";"       3";"       9";"      19";"       0";"       6";"       9";"       0";"       9";"       4";"       1";"       0";"       1"
"38859";"3000   ";"71600";"CR11  ";"2024JJ00";"      38";"       1";"       9";"      27";"       6";"       4";"       2";"      11";"      13";"       2";"       3";"       6";"       0";"       6";"       2";"       3";"       0";"       3"
"38886";"3000   ";"71600";"CR12  ";"2022JJ00";"     196";"      16";"      27";"     147";"      25";"      11";"      14";"      53";"      44";"       1";"      15";"      19";"       0";"      19";"       9";"       3";"       2";"       1"
"38887";"3000   ";"71600";"CR12  ";"2023JJ00";"     205";"      12";"      30";"     136";"      25";"      14";"      11";"      58";"      43";"       3";"      13";"      20";"       1";"      19";"       7";"       2";"       0";"       2"
"38888";"3000   ";"71600";"CR12  ";"2024JJ00";"     218";"      11";"      33";"     147";"      36";"      18";"      18";"      40";"      60";"       4";"      14";"      31";"       0";"      31";"      11";"       4";"       0";"       4"
"38915";"3000   ";"71600";"CR13  ";"2022JJ00";"     217";"      16";"      16";"     125";"      32";"      19";"      13";"      33";"      45";"       0";"       9";"      26";"       1";"      25";"      10";"       2";"       0";"       2"
"38916";"3000   ";"71600";"CR13  ";"2023JJ00";"     209";"      12";"      20";"     137";"      43";"      25";"      18";"      37";"      47";"       0";"      15";"      26";"       0";"      26";"       6";"       1";"       1";"       0"
"38917";"3000   ";"71600";"CR13  ";"2024JJ00";"     187";"       6";"      25";"     126";"      27";"      14";"      13";"      39";"      60";"       7";"      12";"      30";"       0";"      30";"      11";"       5";"       1";"       4"
"38944";"3000   ";"71600";"CR14  ";"2022JJ00";"     165";"      10";"      16";"     106";"      22";"      13";"       9";"      33";"      32";"       3";"       5";"      15";"       0";"      15";"       9";"       1";"       0";"       1"
"38945";"3000   ";"71600";"CR14  ";"2023JJ00";"     121";"      11";"      13";"     102";"      20";"      14";"       6";"      34";"      33";"       0";"       5";"      17";"       0";"      17";"      11";"       2";"       0";"       2"
"38946";"3000   ";"71600";"CR14  ";"2024JJ00";"     127";"      12";"      26";"      94";"      28";"      18";"      10";"      22";"      32";"       3";"       5";"      19";"       0";"      19";"       5";"       4";"       1";"       3"
"38973";"3000   ";"71600";"CR15  ";"2022JJ00";"     222";"      17";"      23";"     137";"      44";"      24";"      20";"      29";"      40";"       1";"       6";"      20";"       0";"      20";"      13";"       2";"       0";"       2"
"38974";"3000   ";"71600";"CR15  ";"2023JJ00";"     213";"      16";"      25";"     133";"      26";"      15";"      11";"      41";"      61";"       1";"       8";"      38";"       0";"      38";"      14";"       4";"       1";"       3"
"38975";"3000   ";"71600";"CR15  ";"2024JJ00";"     255";"      15";"      49";"     152";"      47";"      31";"      16";"      36";"      71";"       3";"      18";"      37";"       0";"      37";"      13";"       2";"       0";"       2"
"39002";"3000   ";"71600";"CR16  ";"2022JJ00";"      75";"       3";"       8";"      41";"      14";"       9";"       5";"      11";"      14";"       0";"       1";"      11";"       0";"      11";"       2";"       1";"       0";"       1"
"39003";"3000   ";"71600";"CR16  ";"2023JJ00";"      77";"       2";"       6";"      53";"      13";"       6";"       7";"      16";"      17";"       0";"       7";"       8";"       0";"       8";"       2";"       1";"       0";"       1"
"39004";"3000   ";"71600";"CR16  ";"2024JJ00";"      80";"      10";"       8";"      41";"      12";"      10";"       2";"      12";"      20";"       0";"       3";"      14";"       0";"      14";"       3";"       1";"       0";"       1"
"39031";"3000   ";"71600";"CR17  ";"2022JJ00";"     326";"      22";"      31";"     217";"      66";"      31";"      35";"      73";"      57";"       0";"      11";"      35";"       0";"      35";"      11";"       6";"       1";"       5"
"39032";"3000   ";"71600";"CR17  ";"2023JJ00";"     354";"      18";"      41";"     197";"      60";"      34";"      26";"      51";"      70";"       4";"      16";"      31";"       0";"      31";"      19";"       5";"       1";"       4"
"39033";"3000   ";"71600";"CR17  ";"2024JJ00";"     329";"      28";"      54";"     202";"      47";"      21";"      26";"      66";"      79";"       2";"      22";"      43";"       2";"      41";"      12";"       4";"       1";"       3"
"39060";"3000   ";"71600";"CR18  ";"2022JJ00";"     123";"       9";"      17";"      80";"      23";"      13";"      10";"      22";"      19";"       0";"       6";"      10";"       0";"      10";"       3";"       1";"       0";"       1"
"39061";"3000   ";"71600";"CR18  ";"2023JJ00";"     128";"       9";"      18";"      75";"      22";"      15";"       7";"      23";"      26";"       0";"       7";"      16";"       0";"      16";"       3";"       6";"       0";"       6"
"39062";"3000   ";"71600";"CR18  ";"2024JJ00";"     149";"       8";"      14";"      86";"      19";"      12";"       7";"      27";"      32";"       1";"       7";"      16";"       1";"      15";"       8";"       0";"       0";"       0"
"39089";"3000   ";"71600";"CR19  ";"2022JJ00";"      67";"       4";"      10";"      36";"      12";"       7";"       5";"       9";"      14";"       1";"       3";"      10";"       0";"      10";"       0";"       2";"       1";"       1"
"39090";"3000   ";"71600";"CR19  ";"2023JJ00";"      88";"       8";"      13";"      42";"       8";"       6";"       2";"      15";"      15";"       0";"       2";"       8";"       0";"       8";"       5";"       1";"       1";"       0"
"39091";"3000   ";"71600";"CR19  ";"2024JJ00";"      73";"       2";"       9";"      48";"      11";"       4";"       7";"      18";"      23";"       1";"       8";"      10";"       0";"      10";"       4";"       0";"       0";"       0"
"39118";"3000   ";"71600";"CR20  ";"2022JJ00";"      67";"       1";"       3";"      27";"       8";"       4";"       4";"       6";"      11";"       0";"       3";"       6";"       0";"       6";"       2";"       0";"       0";"       0"
"39119";"3000   ";"71600";"CR20  ";"2023JJ00";"      79";"       3";"       5";"      46";"      12";"       6";"       6";"      12";"      15";"       0";"       2";"       9";"       0";"       9";"       4";"       1";"       0";"       1"
"39120";"3000   ";"71600";"CR20  ";"2024JJ00";"      74";"       5";"      10";"      49";"      16";"       8";"       8";"       8";"      14";"       1";"       4";"       6";"       0";"       6";"       3";"       0";"       0";"       0"
"39147";"3000   ";"71600";"CR21  ";"2022JJ00";"      64";"       7";"       7";"      58";"      18";"      11";"       7";"      12";"      10";"       0";"       4";"       6";"       0";"       6";"       0";"       2";"       0";"       2"
"39148";"3000   ";"71600";"CR21  ";"2023JJ00";"      79";"       3";"      13";"      31";"      10";"       5";"       5";"      11";"      17";"       2";"       3";"      11";"       1";"      10";"       1";"       2";"       0";"       2"
"39149";"3000   ";"71600";"CR21  ";"2024JJ00";"      68";"       5";"      14";"      50";"      16";"       7";"       9";"      10";"      22";"       0";"       6";"      10";"       0";"      10";"       6";"       2";"       0";"       2"
"39176";"3000   ";"71600";"CR22  ";"2022JJ00";"      50";"       4";"       8";"      27";"       7";"       5";"       2";"       8";"       7";"       0";"       1";"       5";"       0";"       5";"       1";"       1";"       0";"       1"
"39177";"3000   ";"71600";"CR22  ";"2023JJ00";"      49";"       3";"      10";"      25";"      11";"       6";"       5";"       8";"       9";"       0";"       3";"       6";"       0";"       6";"       0";"       1";"       1";"       0"
"39178";"3000   ";"71600";"CR22  ";"2024JJ00";"      57";"       4";"       2";"      29";"      13";"      10";"       3";"       6";"       7";"       0";"       1";"       6";"       0";"       6";"       0";"       1";"       0";"       1"
"39205";"3000   ";"71600";"CR23  ";"2022JJ00";"     279";"      34";"      32";"     184";"      60";"      38";"      22";"      58";"      69";"       7";"      12";"      36";"       0";"      36";"      14";"       3";"       0";"       3"
"39206";"3000   ";"71600";"CR23  ";"2023JJ00";"     309";"      21";"      29";"     192";"      51";"      27";"      24";"      57";"      66";"       2";"      11";"      38";"       0";"      38";"      15";"       6";"       1";"       5"
"39207";"3000   ";"71600";"CR23  ";"2024JJ00";"     304";"      28";"      36";"     198";"      59";"      46";"      13";"      45";"      71";"       1";"      10";"      43";"       0";"      43";"      17";"       5";"       3";"       2"
"39234";"3000   ";"71600";"CR24  ";"2022JJ00";"      61";"       8";"      15";"      38";"      13";"       7";"       6";"      11";"      17";"       1";"       6";"       8";"       1";"       7";"       2";"       2";"       1";"       1"
"39235";"3000   ";"71600";"CR24  ";"2023JJ00";"      80";"       9";"       8";"      37";"      10";"       6";"       4";"       9";"      12";"       0";"       2";"      10";"       0";"      10";"       0";"       2";"       0";"       2"
"39236";"3000   ";"71600";"CR24  ";"2024JJ00";"      86";"       8";"      13";"      50";"      13";"       7";"       6";"      14";"      16";"       0";"       3";"      12";"       0";"      12";"       1";"       1";"       1";"       0"
"39263";"3000   ";"71600";"CR25  ";"2022JJ00";"     121";"       6";"      16";"      71";"      19";"      11";"       8";"      13";"      31";"       1";"       7";"      15";"       0";"      15";"       8";"       2";"       0";"       2"
"39264";"3000   ";"71600";"CR25  ";"2023JJ00";"     109";"       4";"      15";"      59";"      15";"       9";"       6";"      16";"      33";"       3";"       7";"      18";"       0";"      18";"       5";"       5";"       0";"       5"
"39265";"3000   ";"71600";"CR25  ";"2024JJ00";"     123";"       9";"      18";"      87";"      12";"       9";"       3";"      30";"      33";"       2";"       9";"      11";"       0";"      11";"      11";"       1";"       0";"       1"
"39292";"3000   ";"71600";"CR26  ";"2022JJ00";"     184";"      21";"      25";"     116";"      39";"      22";"      17";"      35";"      52";"       4";"      11";"      28";"       0";"      28";"       9";"       5";"       1";"       4"
"39293";"3000   ";"71600";"CR26  ";"2023JJ00";"     181";"      24";"      28";"     148";"      42";"      19";"      23";"      39";"      45";"       3";"      13";"      20";"       0";"      20";"       9";"       3";"       0";"       3"
"39294";"3000   ";"71600";"CR26  ";"2024JJ00";"     195";"      16";"      32";"     124";"      39";"      19";"      20";"      31";"      48";"       7";"       6";"      28";"       0";"      28";"       7";"       4";"       2";"       2"
"39321";"3000   ";"71600";"CR27  ";"2022JJ00";"      42";"       4";"       6";"      32";"       7";"       3";"       4";"      14";"      12";"       0";"       2";"       7";"       0";"       7";"       3";"       0";"       0";"       0"
"39322";"3000   ";"71600";"CR27  ";"2023JJ00";"      52";"       5";"       7";"      29";"      11";"       6";"       5";"       6";"       9";"       0";"       1";"       5";"       0";"       5";"       3";"       0";"       0";"       0"
"39323";"3000   ";"71600";"CR27  ";"2024JJ00";"      65";"       1";"       7";"      22";"       7";"       2";"       5";"       7";"       9";"       0";"       3";"       4";"       0";"       4";"       2";"       1";"       0";"       1"
"39350";"3000   ";"71600";"CR28  ";"2022JJ00";"     103";"       4";"       6";"      54";"      15";"       6";"       9";"      16";"      20";"       1";"       3";"      10";"       0";"      10";"       6";"       1";"       0";"       1"
"39351";"3000   ";"71600";"CR28  ";"2023JJ00";"     112";"       8";"       9";"      59";"      19";"      11";"       8";"      16";"      25";"       0";"       9";"      12";"       0";"      12";"       4";"       2";"       1";"       1"
"39352";"3000   ";"71600";"CR28  ";"2024JJ00";"      89";"       8";"       9";"      56";"      18";"      13";"       5";"      18";"      15";"       1";"       3";"       7";"       0";"       7";"       4";"       3";"       0";"       3"
"39379";"3000   ";"71600";"CR29  ";"2022JJ00";"     397";"      26";"      36";"     237";"      58";"      36";"      22";"      79";"      87";"       2";"      18";"      50";"       0";"      50";"      17";"       5";"       0";"       5"
"39380";"3000   ";"71600";"CR29  ";"2023JJ00";"     385";"      25";"      48";"     250";"      69";"      42";"      27";"      80";"      82";"       4";"      14";"      44";"       1";"      43";"      20";"       7";"       3";"       4"
"39381";"3000   ";"71600";"CR29  ";"2024JJ00";"     396";"      42";"      48";"     211";"      57";"      31";"      26";"      67";"      87";"       4";"      22";"      42";"       0";"      42";"      19";"       5";"       0";"       5"
"39408";"3000   ";"71600";"CR30  ";"2022JJ00";"      80";"       5";"      13";"      58";"      17";"      11";"       6";"      16";"      28";"       2";"       3";"      18";"       1";"      17";"       5";"       0";"       0";"       0"
"39409";"3000   ";"71600";"CR30  ";"2023JJ00";"     103";"      10";"      11";"      52";"      16";"      10";"       6";"      15";"      30";"       5";"       7";"      12";"       0";"      12";"       6";"       0";"       0";"       0"
"39410";"3000   ";"71600";"CR30  ";"2024JJ00";"      95";"      11";"      16";"      74";"      16";"      10";"       6";"      27";"      35";"       2";"       8";"      23";"       0";"      23";"       2";"       1";"       0";"       1"
"39437";"3000   ";"71600";"CR31  ";"2022JJ00";"      47";"       3";"       2";"      26";"       6";"       3";"       3";"      10";"       5";"       1";"       0";"       4";"       0";"       4";"       0";"       0";"       0";"       0"
"39438";"3000   ";"71600";"CR31  ";"2023JJ00";"      34";"       3";"       5";"      32";"       8";"       8";"       0";"      12";"      10";"       0";"       3";"       4";"       1";"       3";"       3";"       0";"       0";"       0"
"39439";"3000   ";"71600";"CR31  ";"2024JJ00";"      48";"       2";"       4";"      26";"      10";"       6";"       4";"      10";"      11";"       0";"       2";"       6";"       0";"       6";"       3";"       1";"       0";"       1"
"39466";"3000   ";"71600";"CR32  ";"2022JJ00";"     114";"       6";"      10";"      36";"       9";"       2";"       7";"       6";"      15";"       0";"       5";"       3";"       1";"       2";"       7";"       0";"       0";"       0"
"39467";"3000   ";"71600";"CR32  ";"2023JJ00";"      94";"       8";"      11";"      58";"      19";"      16";"       3";"      13";"      21";"       2";"       3";"      14";"       0";"      14";"       2";"       2";"       2";"       0"
"39468";"3000   ";"71600";"CR32  ";"2024JJ00";"     106";"       3";"      12";"      57";"      22";"      11";"      11";"      14";"      19";"       2";"       6";"       8";"       0";"       8";"       3";"       2";"       0";"       2"
"39495";"3000   ";"71600";"CR33  ";"2022JJ00";"     209";"      13";"      21";"     118";"      38";"      23";"      15";"      36";"      52";"       0";"      10";"      36";"       0";"      36";"       6";"       3";"       1";"       2"
"39496";"3000   ";"71600";"CR33  ";"2023JJ00";"     223";"      16";"      26";"     143";"      31";"      19";"      12";"      56";"      48";"       3";"      12";"      24";"       0";"      24";"       9";"       5";"       2";"       3"
"39497";"3000   ";"71600";"CR33  ";"2024JJ00";"     215";"      13";"      29";"     140";"      29";"      14";"      15";"      44";"      67";"       3";"      14";"      37";"       0";"      37";"      13";"       0";"       0";"       0"
"39524";"3000   ";"71600";"CR34  ";"2022JJ00";"     168";"      11";"      20";"     109";"      29";"      17";"      12";"      38";"      33";"       2";"       4";"      17";"       0";"      17";"      10";"       3";"       0";"       3"
"39525";"3000   ";"71600";"CR34  ";"2023JJ00";"     152";"      14";"      18";"     100";"      32";"      18";"      14";"      27";"      43";"       1";"       5";"      30";"       0";"      30";"       7";"       0";"       0";"       0"
"39526";"3000   ";"71600";"CR34  ";"2024JJ00";"     150";"       9";"      17";"      69";"      15";"       9";"       6";"      21";"      43";"       2";"       9";"      23";"       0";"      23";"       9";"       4";"       0";"       4"
"39553";"3000   ";"71600";"CR35  ";"2022JJ00";"     204";"      10";"      22";"     141";"      39";"      23";"      16";"      43";"      43";"       0";"       8";"      25";"       0";"      25";"      10";"       3";"       0";"       3"
"39554";"3000   ";"71600";"CR35  ";"2023JJ00";"     200";"      12";"      30";"     122";"      31";"      19";"      12";"      38";"      47";"       2";"      11";"      21";"       0";"      21";"      13";"       5";"       3";"       2"
"39555";"3000   ";"71600";"CR35  ";"2024JJ00";"     212";"       7";"      23";"     116";"      32";"      17";"      15";"      31";"      57";"       3";"      16";"      28";"       0";"      28";"      10";"       4";"       0";"       4"
"39582";"3000   ";"71600";"CR36  ";"2022JJ00";"     228";"      11";"      24";"     131";"      40";"      24";"      16";"      44";"      53";"       0";"       6";"      34";"       0";"      34";"      13";"       6";"       1";"       5"
"39583";"3000   ";"71600";"CR36  ";"2023JJ00";"     245";"      10";"      41";"     144";"      31";"      23";"       8";"      51";"      63";"       1";"      15";"      31";"       0";"      31";"      16";"       1";"       0";"       1"
"39584";"3000   ";"71600";"CR36  ";"2024JJ00";"     225";"      14";"      26";"     153";"      35";"      21";"      14";"      50";"      57";"       3";"      10";"      32";"       1";"      31";"      12";"       4";"       0";"       4"
"39611";"3000   ";"71600";"CR37  ";"2022JJ00";"      84";"       3";"      10";"      61";"      18";"      11";"       7";"      17";"      19";"       0";"       1";"      11";"       1";"      10";"       7";"       1";"       1";"       0"
"39612";"3000   ";"71600";"CR37  ";"2023JJ00";"     101";"       4";"      17";"      54";"      12";"       6";"       6";"      21";"      22";"       2";"       3";"      17";"       0";"      17";"       0";"       1";"       0";"       1"
"39613";"3000   ";"71600";"CR37  ";"2024JJ00";"      96";"       7";"      15";"      58";"      16";"       8";"       8";"      14";"      26";"       3";"       4";"      12";"       0";"      12";"       7";"       3";"       0";"       3"
"39640";"3000   ";"71600";"CR38  ";"2022JJ00";"      89";"       3";"       8";"      58";"      14";"       9";"       5";"      20";"      20";"       1";"       5";"      11";"       0";"      11";"       3";"       2";"       1";"       1"
"39641";"3000   ";"71600";"CR38  ";"2023JJ00";"      68";"       4";"      14";"      55";"      14";"       6";"       8";"      18";"      22";"       1";"       3";"      18";"       1";"      17";"       0";"       2";"       0";"       2"
"39642";"3000   ";"71600";"CR38  ";"2024JJ00";"      72";"       4";"      11";"      63";"      10";"       6";"       4";"      21";"      21";"       0";"       7";"      12";"       0";"      12";"       2";"       2";"       2";"       0"
"39669";"3000   ";"71600";"CR39  ";"2022JJ00";"     202";"      10";"      34";"     160";"      39";"      20";"      19";"      52";"      42";"       1";"       9";"      28";"       1";"      27";"       4";"       6";"       0";"       6"
"39670";"3000   ";"71600";"CR39  ";"2023JJ00";"     215";"       9";"      37";"     159";"      44";"      22";"      22";"      56";"      72";"       4";"      21";"      32";"       0";"      32";"      15";"       3";"       1";"       2"
"39671";"3000   ";"71600";"CR39  ";"2024JJ00";"     237";"      14";"      35";"     155";"      37";"      17";"      20";"      38";"      60";"       2";"      15";"      35";"       0";"      35";"       8";"       5";"       0";"       5"
"39698";"3000   ";"71600";"CR40  ";"2022JJ00";"      95";"       7";"       6";"      52";"      17";"      11";"       6";"       8";"      21";"       1";"       4";"      13";"       0";"      13";"       3";"       1";"       0";"       1"
"39699";"3000   ";"71600";"CR40  ";"2023JJ00";"      99";"      10";"       9";"      58";"      17";"      12";"       5";"      14";"      26";"       1";"       5";"      12";"       0";"      12";"       8";"       0";"       0";"       0"
"39700";"3000   ";"71600";"CR40  ";"2024JJ00";"      99";"       8";"      10";"      68";"      19";"       9";"      10";"      17";"      27";"       5";"       5";"      16";"       0";"      16";"       1";"       2";"       0";"       2"
"39727";"3000   ";"71600";"GM0034";"2022JJ00";"      35";"       3";"       1";"      20";"      10";"       7";"       3";"       4";"      10";"       1";"       1";"       7";"       0";"       7";"       1";"       1";"       0";"       1"
"39728";"3000   ";"71600";"GM0034";"2023JJ00";"      47";"       3";"       3";"      19";"       6";"       5";"       1";"       8";"      10";"       0";"       2";"       5";"       0";"       5";"       3";"       0";"       0";"       0"
"39729";"3000   ";"71600";"GM0034";"2024JJ00";"      34";"       2";"       3";"      29";"      12";"       7";"       5";"       5";"      12";"       2";"       3";"       6";"       0";"       6";"       1";"       2";"       0";"       2"
"39756";"3000   ";"71600";"GM0307";"2022JJ00";"      34";"       1";"       4";"      21";"       4";"       1";"       3";"       4";"       4";"       0";"       0";"       3";"       0";"       3";"       1";"       1";"       0";"       1"
"39757";"3000   ";"71600";"GM0307";"2023JJ00";"      33";"       3";"       4";"      23";"       7";"       4";"       3";"       3";"      12";"       1";"       2";"       7";"       0";"       7";"       2";"       1";"       0";"       1"
"39758";"3000   ";"71600";"GM0307";"2024JJ00";"      29";"       4";"       7";"      21";"       6";"       3";"       3";"       5";"      10";"       1";"       3";"       5";"       1";"       4";"       1";"       0";"       0";"       0"
"39785";"3000   ";"71600";"GM0363";"2022JJ00";"     159";"      20";"      21";"      99";"      31";"      19";"      12";"      32";"      44";"       4";"       8";"      22";"       0";"      22";"      10";"       2";"       0";"       2"
"39786";"3000   ";"71600";"GM0363";"2023JJ00";"     161";"      17";"      18";"     102";"      29";"      15";"      14";"      29";"      48";"       2";"       8";"      26";"       0";"      26";"      12";"       2";"       0";"       2"
"39787";"3000   ";"71600";"GM0363";"2024JJ00";"     163";"      20";"      25";"     121";"      38";"      29";"       9";"      28";"      42";"       1";"       8";"      24";"       0";"      24";"       9";"       1";"       0";"       1"
"39814";"3000   ";"71600";"GM0200";"2022JJ00";"      64";"       3";"       3";"      24";"       6";"       5";"       1";"       8";"      19";"       0";"       2";"      11";"       1";"      10";"       6";"       2";"       0";"       2"
"39815";"3000   ";"71600";"GM0200";"2023JJ00";"      73";"       4";"       7";"      37";"      12";"       5";"       7";"       9";"      13";"       0";"       4";"       7";"       0";"       7";"       2";"       0";"       0";"       0"
"39816";"3000   ";"71600";"GM0200";"2024JJ00";"      40";"       1";"      10";"      28";"       7";"       4";"       3";"      10";"      18";"       3";"       1";"      12";"       0";"      12";"       2";"       2";"       0";"       2"
