"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalNieuwvormingen_8";"TotaalEndocrieneVoedingsStofwZ_32";"TotaalPsychischeStoornissen_35";"TotaalZiektenVanHartEnVaatstelsel_43";"TotaalZiektenVanDeKransvaten_44";"k_711AcuutHartinfarct_45";"k_712OverigeZiektenVanDeKransvaten_46";"k_72OverigeHartziekten_47";"TotaalZiektenVanDeAdemhalingsorganen_50";"k_81Griep_51";"k_82Longontsteking_52";"TotaalChronischeAandOndersteLucht_53";"k_831Astma_54";"k_832OvChronAandOndersteLuchtw_55";"k_84OverigeZiektenAdemhalingsorganen_56";"TotaalZiektenSpierenBeendBindwfsl_64";"k_111ReumatoideArtritisEnArtrose_65";"k_112OvZktnSpierenBeendBindwfsl_66"
"52982";"4000   ";"60600";"CR06  ";"2024JJ00";"      21";"       1";"       2";"       7";"       2";"       1";"       1";"       2";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"53009";"4000   ";"60600";"CR07  ";"2022JJ00";"      33";"       2";"       2";"       8";"       1";"       1";"       0";"       2";"       3";"       0";"       0";"       2";"       0";"       2";"       1";"       0";"       0";"       0"
"53010";"4000   ";"60600";"CR07  ";"2023JJ00";"      24";"       0";"       0";"       2";"       0";"       0";"       0";"       2";"       3";"       1";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"53011";"4000   ";"60600";"CR07  ";"2024JJ00";"      30";"       0";"       3";"       5";"       0";"       0";"       0";"       0";"       3";"       0";"       0";"       3";"       0";"       3";"       0";"       0";"       0";"       0"
"53038";"4000   ";"60600";"CR08  ";"2022JJ00";"      33";"       4";"       1";"       9";"       0";"       0";"       0";"       6";"       4";"       0";"       0";"       4";"       1";"       3";"       0";"       0";"       0";"       0"
"53039";"4000   ";"60600";"CR08  ";"2023JJ00";"      24";"       0";"       2";"       6";"       0";"       0";"       0";"       3";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       1";"       0";"       1"
"53040";"4000   ";"60600";"CR08  ";"2024JJ00";"      16";"       3";"       1";"       8";"       1";"       1";"       0";"       2";"       5";"       0";"       1";"       4";"       0";"       4";"       0";"       0";"       0";"       0"
"53067";"4000   ";"60600";"CR09  ";"2022JJ00";"      15";"       1";"       0";"       3";"       0";"       0";"       0";"       1";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"53068";"4000   ";"60600";"CR09  ";"2023JJ00";"      21";"       0";"       0";"       2";"       0";"       0";"       0";"       1";"       2";"       0";"       0";"       2";"       0";"       2";"       0";"       0";"       0";"       0"
"53069";"4000   ";"60600";"CR09  ";"2024JJ00";"      18";"       1";"       3";"       4";"       0";"       0";"       0";"       2";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"53096";"4000   ";"60600";"CR10  ";"2022JJ00";"      36";"       3";"       4";"       5";"       1";"       1";"       0";"       1";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       1";"       1";"       0"
"53097";"4000   ";"60600";"CR10  ";"2023JJ00";"      44";"       1";"       3";"       8";"       2";"       2";"       0";"       3";"       2";"       0";"       0";"       2";"       0";"       2";"       0";"       3";"       1";"       2"
"53098";"4000   ";"60600";"CR10  ";"2024JJ00";"      41";"       1";"       2";"       5";"       1";"       1";"       0";"       1";"       3";"       0";"       1";"       1";"       1";"       0";"       1";"       1";"       0";"       1"
"53125";"4000   ";"60600";"CR11  ";"2022JJ00";"      17";"       0";"       1";"       6";"       2";"       1";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"53126";"4000   ";"60600";"CR11  ";"2023JJ00";"      17";"       0";"       0";"       9";"       4";"       4";"       0";"       3";"       3";"       0";"       0";"       2";"       0";"       2";"       1";"       0";"       0";"       0"
"53127";"4000   ";"60600";"CR11  ";"2024JJ00";"      14";"       0";"       0";"       6";"       1";"       1";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"53154";"4000   ";"60600";"CR12  ";"2022JJ00";"      68";"       6";"       1";"      19";"       7";"       3";"       4";"       1";"       9";"       0";"       2";"       6";"       0";"       6";"       1";"       1";"       1";"       0"
"53155";"4000   ";"60600";"CR12  ";"2023JJ00";"      69";"       2";"       1";"      19";"       3";"       3";"       0";"       8";"       8";"       0";"       0";"       6";"       0";"       6";"       2";"       0";"       0";"       0"
"53156";"4000   ";"60600";"CR12  ";"2024JJ00";"      76";"       2";"       4";"      19";"       0";"       0";"       0";"       9";"       9";"       1";"       1";"       5";"       0";"       5";"       2";"       2";"       0";"       2"
"53183";"4000   ";"60600";"CR13  ";"2022JJ00";"      75";"       2";"       5";"      19";"       3";"       2";"       1";"       6";"      10";"       0";"       0";"       6";"       0";"       6";"       4";"       0";"       0";"       0"
"53184";"4000   ";"60600";"CR13  ";"2023JJ00";"      70";"       2";"       5";"      18";"       4";"       3";"       1";"       7";"       9";"       0";"       0";"       7";"       1";"       6";"       2";"       1";"       0";"       1"
"53185";"4000   ";"60600";"CR13  ";"2024JJ00";"      59";"       2";"       6";"      13";"       3";"       2";"       1";"       4";"       5";"       1";"       1";"       3";"       0";"       3";"       0";"       0";"       0";"       0"
"53212";"4000   ";"60600";"CR14  ";"2022JJ00";"      52";"       1";"       1";"       8";"       0";"       0";"       0";"       0";"       3";"       1";"       0";"       2";"       0";"       2";"       0";"       2";"       2";"       0"
"53213";"4000   ";"60600";"CR14  ";"2023JJ00";"      54";"       1";"       1";"       8";"       2";"       1";"       1";"       2";"       2";"       1";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"53214";"4000   ";"60600";"CR14  ";"2024JJ00";"      43";"       3";"       3";"       6";"       1";"       1";"       0";"       2";"       9";"       0";"       2";"       5";"       1";"       4";"       2";"       0";"       0";"       0"
"53241";"4000   ";"60600";"CR15  ";"2022JJ00";"      94";"       0";"       6";"      20";"       4";"       3";"       1";"       6";"      18";"       2";"       1";"      10";"       0";"      10";"       5";"       2";"       2";"       0"
"53242";"4000   ";"60600";"CR15  ";"2023JJ00";"      93";"       5";"       2";"      19";"       5";"       4";"       1";"       5";"      12";"       0";"       1";"      11";"       1";"      10";"       0";"       2";"       0";"       2"
"53243";"4000   ";"60600";"CR15  ";"2024JJ00";"      85";"       4";"       6";"      10";"       2";"       2";"       0";"       4";"      19";"       0";"       1";"      16";"       3";"      13";"       2";"       2";"       0";"       2"
"53270";"4000   ";"60600";"CR16  ";"2022JJ00";"      34";"       1";"       0";"       5";"       2";"       2";"       0";"       2";"       2";"       0";"       0";"       1";"       0";"       1";"       1";"       1";"       0";"       1"
"53271";"4000   ";"60600";"CR16  ";"2023JJ00";"      23";"       0";"       0";"       6";"       2";"       2";"       0";"       1";"       3";"       2";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"53272";"4000   ";"60600";"CR16  ";"2024JJ00";"      26";"       0";"       1";"       4";"       0";"       0";"       0";"       4";"       5";"       0";"       2";"       2";"       0";"       2";"       1";"       0";"       0";"       0"
"53299";"4000   ";"60600";"CR17  ";"2022JJ00";"     122";"       3";"       4";"      28";"       4";"       2";"       2";"      11";"      15";"       1";"       2";"      10";"       1";"       9";"       2";"       0";"       0";"       0"
"53300";"4000   ";"60600";"CR17  ";"2023JJ00";"     150";"       5";"       6";"      26";"       7";"       6";"       1";"       6";"      15";"       0";"       1";"      14";"       1";"      13";"       0";"       1";"       0";"       1"
"53301";"4000   ";"60600";"CR17  ";"2024JJ00";"     134";"       5";"       7";"      24";"       7";"       6";"       1";"       7";"       8";"       0";"       1";"       6";"       0";"       6";"       1";"       3";"       1";"       2"
"53328";"4000   ";"60600";"CR18  ";"2022JJ00";"      55";"       3";"       3";"       8";"       0";"       0";"       0";"       3";"       7";"       1";"       0";"       4";"       0";"       4";"       2";"       0";"       0";"       0"
"53329";"4000   ";"60600";"CR18  ";"2023JJ00";"      34";"       1";"       2";"      11";"       2";"       1";"       1";"       3";"       4";"       1";"       0";"       3";"       0";"       3";"       0";"       0";"       0";"       0"
"53330";"4000   ";"60600";"CR18  ";"2024JJ00";"      50";"       1";"       1";"       9";"       1";"       0";"       1";"       5";"       4";"       0";"       0";"       4";"       0";"       4";"       0";"       1";"       0";"       1"
"53357";"4000   ";"60600";"CR19  ";"2022JJ00";"      26";"       2";"       2";"       8";"       2";"       2";"       0";"       4";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"53358";"4000   ";"60600";"CR19  ";"2023JJ00";"      25";"       0";"       2";"       4";"       0";"       0";"       0";"       2";"       1";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"53359";"4000   ";"60600";"CR19  ";"2024JJ00";"      36";"       1";"       1";"       9";"       1";"       1";"       0";"       2";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"53386";"4000   ";"60600";"CR20  ";"2022JJ00";"      20";"       2";"       2";"       1";"       1";"       1";"       0";"       0";"       2";"       0";"       0";"       1";"       0";"       1";"       1";"       1";"       0";"       1"
"53387";"4000   ";"60600";"CR20  ";"2023JJ00";"      27";"       1";"       1";"       4";"       1";"       1";"       0";"       0";"       2";"       0";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"53388";"4000   ";"60600";"CR20  ";"2024JJ00";"      24";"       1";"       3";"       5";"       0";"       0";"       0";"       2";"       1";"       0";"       0";"       1";"       0";"       1";"       0";"       0";"       0";"       0"
"53415";"4000   ";"60600";"CR21  ";"2022JJ00";"      31";"       1";"       3";"       4";"       1";"       1";"       0";"       2";"       1";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0"
"53416";"4000   ";"60600";"CR21  ";"2023JJ00";"      28";"       1";"       1";"       5";"       1";"       1";"       0";"       0";"       4";"       0";"       1";"       2";"       0";"       2";"       1";"       0";"       0";"       0"
"53417";"4000   ";"60600";"CR21  ";"2024JJ00";"      17";"       0";"       1";"       6";"       2";"       2";"       0";"       3";"       4";"       0";"       1";"       2";"       0";"       2";"       1";"       0";"       0";"       0"
"53444";"4000   ";"60600";"CR22  ";"2022JJ00";"      25";"       1";"       1";"       7";"       3";"       2";"       1";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"53445";"4000   ";"60600";"CR22  ";"2023JJ00";"      18";"       0";"       1";"       3";"       1";"       0";"       1";"       0";"       2";"       0";"       0";"       1";"       0";"       1";"       1";"       0";"       0";"       0"
"53446";"4000   ";"60600";"CR22  ";"2024JJ00";"      22";"       0";"       2";"       3";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       0";"       1"
"53473";"4000   ";"60600";"CR23  ";"2022JJ00";"     143";"       8";"       2";"      22";"       4";"       3";"       1";"       5";"      10";"       0";"       2";"       7";"       2";"       5";"       1";"       1";"       1";"       0"
"53474";"4000   ";"60600";"CR23  ";"2023JJ00";"     110";"       2";"       5";"      27";"       4";"       3";"       1";"       5";"       7";"       0";"       2";"       1";"       0";"       1";"       4";"       1";"       1";"       0"
